Org Leader,Parent Cloud,Cloud,Team Name,Service Name,"non-FKP Instance Count 
Jim Wiese,GIA,Secure Stack Engineering,TIP Search Experience,dnr-k2s,0,N/A,0,N/A,1,To Be Decommissioned,FY27Q4,,
Jim Wiese,GIA,Secure Stack Engineering,TIP Search Experience,dnr-molokai,0,N/A,0,N/A,1,To Be Decommissioned,FY27Q4,,
Jim Wiese,GIA,Secure Stack Engineering,TIP Detection Platform - Detection Engines,dnr-orion,0,N/A,0,N/A,1,To Be Decommissioned,FY27Q4,,
Jim Wiese,GIA,Secure Stack Engineering,TIP Log Platform - Collect,dnr-prism,0,N/A,1,To Be Decommissioned,1,To Be Decommissioned,FY27Q4,,
Jim Wiese,GIA,Secure Stack Engineering,TIP Detection Platform - Detection Engines,dnr-streamingsearch,0,N/A,0,N/A,1,To Be Decommissioned,FY27Q4,,
Muralidhar Krishnaprasad,Analytics Cloud,CRMA Core,CRM Analytics Security Improvements,eanalytics,25,FY27Q1,0,N/A,0,N/A,N/A,Multi-Account,"1/12: Team is planning to have FKP canary rollout in March 2026 once the 262 release is out on the SB0/Prod0 cells. Once confident on the CRMA behavior on canary, team will start a phased rollout to the Prod customer cells.
  11/13: POC in progress, with additional steps to be completed by Nov 21. The next steps will be work on the commercial EKS to FKP rollout; timeline is TBD."
Muralidhar Krishnaprasad,Analytics Cloud,CRMA Core,CRMA-Cluster Management Service,eanalytics-buzzard,25,FY27Q1,0,N/A,0,N/A,N/A,Multi-Account,"1/12: Team is planning to have FKP canary rollout in March 2026 once the 262 release is out on the SB0/Prod0 cells. Once confident on the CRMA behavior on canary, team will start a phased rollout to the Prod customer cells.
  11/13: POC in progress, with additional steps to be completed by Nov 21. The next steps will be work on the commercial EKS to FKP rollout; timeline is TBD."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCD Stargate,ecr-perms,0,N/A,0,N/A,1,N/A,N/A,,"1/12: Moved from FY26Q4 to FY27Q1.
  11/13: Aravinth to kick-start thread on POC status."
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,CDP EDC Inference,edc-director,40,FY27Q2,4,Need More Info,0,N/A,N/A,Dependency on CDP,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,CDP EDC Inference,edc-inference,40,FY27Q2,4,Need More Info,0,N/A,N/A,Dependency on CDP,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,CDP EDC Model Building,edc-model-builder,41,FY27Q2,4,Need More Info,0,N/A,N/A,Dependency on CDP,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Edge Application Delivery,edge,31,FY27Q3,0,N/A,0,N/A,N/A,,
Muralidhar Krishnaprasad,D360,D360 Customer Data Platform (CDP),Enterprise Knowledge Harmonization,ek-harmonization-service,79,FY27Q2,1,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCD Stargate,fcp-unzip,0,N/A,0,N/A,1,N/A,N/A,,"1/12: Moved from FY26Q4 to FY27Q1.
  11/13: Aravinth to kick-start thread on POC status."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),MAGIC,Falcon Portal,fdxui,1,Need More Info,0,N/A,0,N/A,N/A,,2/6: Steve asked Aishwarya Kumar and Shailesh Govande via Slack on timeline for migration/deprecation.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),FEDX Infra Deploys and Configuration (FIDC),Terraform Infrastructure Developer Experience (TIDE),file-injector-mutating-webhook,1,,0,,0,,,,Newly added
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly-changemgmt,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly-intake,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly-istio,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly-istio-operator,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly-package,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly-promotion,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Firefly,firefly-pullrequest,1,FY27Q3,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),fit-api,1,FY27Q1,0,N/A,0,N/A,N/A,,11/13: In progress. Tracking to q1.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),fit-controller-service,216,FY27Q1,18,FY27Q1,11,FY27Q1,N/A,,11/13: In progress. Tracking to q1.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),fit-operations,1,FY27Q1,0,N/A,0,N/A,N/A,,11/13: In progress. Tracking to q1.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),fit-org-service,26,FY27Q1,0,N/A,0,N/A,N/A,,11/13: In progress. Tracking to q1.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),fit-results-publisher,27,FY27Q1,2,FY27Q1,1,FY27Q1,N/A,,11/13: In progress. Tracking to q1.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),fit-test-twister,214,FY27Q1,18,FY27Q1,11,FY27Q1,N/A,,11/13: In progress. Tracking to q1.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),fit-validator,39,FY27Q1,3,FY27Q1,0,N/A,N/A,,11/13: In progress. Tracking to q1.
Darryn Dieken,Unified Intelligence Platform,Flowsnake,Flowsnake,flowsnake-impersonation-proxy,55,FY27Q1,0,N/A,0,N/A,N/A,"Dynamic Namespaces (long pole - 264), Kompute Group, Disruption Control","1/12: Moved from FY26Q4 to FY27Q1.
  11/13: Aravinth to communicate Dynamic Namespace timeline to Flowsnake to determine next steps.
  
  Note: Flowsnake also dependent on customer migrating their jobs (Delphi, Edge, Hawking, CRMA)."
Darryn Dieken,Unified Intelligence Platform,Flowsnake,Flowsnake,flowsnake-spark-operator,56,FY27Q1,0,N/A,0,N/A,N/A,"Dynamic Namespaces (long pole - 264), Kompute Group, Disruption Control","1/12: Moved from FY26Q4 to FY27Q1.
  11/13: Aravinth to communicate Dynamic Namespace timeline to Flowsnake to determine next steps.
  
  Note: Flowsnake also dependent on customer migrating their jobs (Delphi, Edge, Hawking, CRMA)."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD ROSS,fre,2,FY27Q2,0,N/A,0,N/A,N/A,,
Darryn Dieken,Unified Intelligence Platform,Flowsnake,Flowsnake,fs-flowsnake,54,FY27Q1,0,N/A,0,N/A,N/A,"Dynamic Namespaces (long pole - 264), Kompute Group, Disruption Control","1/12: Moved from FY26Q4 to FY27Q1.
  11/13: Aravinth to communicate Dynamic Namespace timeline to Flowsnake to determine next steps.
  
  Note: Flowsnake also dependent on customer migrating their jobs (Delphi, Edge, Hawking, CRMA)."
Darryn Dieken,Unified Intelligence Platform,Flowsnake,Flowsnake,fs-moana,24,FY27Q1,0,N/A,0,N/A,N/A,"Dynamic Namespaces (long pole - 264), Kompute Group, Disruption Control","1/12: Moved from FY26Q4 to FY27Q1.
  11/13: Aravinth to communicate Dynamic Namespace timeline to Flowsnake to determine next steps.
  
  Note: Flowsnake also dependent on customer migrating their jobs (Delphi, Edge, Hawking, CRMA)."
Darryn Dieken,Infrastructure Lifecycle Mgmt (ILM),Site Reliability Engineering,CP Site Reliability Engineering,fsre-eks-svc,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,"1/29: Dev cluster is gone. Now pending for Falcon decomm team to complete the nitro requests for stage and prod. Once done, the team will clean-up the falcon repositories. Thread. Considering current backlog, it make take more than 1 month to complete this request."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),ftg-test-recommender,1,FY27Q2,0,N/A,0,N/A,N/A,,
Darryn Dieken,Big Data & Observability,Monitoring Cloud,Funnel,funnel,26,FY27Q2,4,FY27Q1,1,FY27Q3,N/A,,
Darryn Dieken,Big Data & Observability,Monitoring Cloud,Funnel,funnel-rl,6,FY27Q2,0,N/A,0,N/A,N/A,,
Darryn Dieken,Big Data & Observability,Monitoring Cloud,Funnel,funnelevents,26,FY27Q2,4,FY27Q1,0,N/A,N/A,,
Darryn Dieken,Big Data & Observability,Monitoring Cloud,Funnel,funnellogs,26,FY27Q2,4,FY27Q1,1,FY27Q3,N/A,,
Darryn Dieken,Big Data & Observability,HBase & Phoenix,Gridforce - Hadoop,gridforce,24,FY27Q2,0,N/A,0,N/A,N/A,Multi-Account,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,Einstein Infra US,hawking-compute-eks,28,To Be Decommissioned,4,To Be Decommissioned,0,N/A,FY27Q1,,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,Einstein Compute,hawking-compute-proxy,28,To Be Decommissioned,4,To Be Decommissioned,0,N/A,FY27Q1,,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,Einstein Infra US,hawking-istio-igw,28,To Be Decommissioned,4,To Be Decommissioned,0,N/A,FY27Q1,,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,Einstein Infra US,hawking-istio-operator,28,To Be Decommissioned,4,To Be Decommissioned,0,N/A,FY27Q1,,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,Einstein Infra US,hawking-istiod,28,To Be Decommissioned,4,To Be Decommissioned,0,N/A,FY27Q1,,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,Kleiner - Service AI,hawking-oauth2,28,To Be Decommissioned,4,To Be Decommissioned,0,N/A,FY27Q1,,
Darryn Dieken,Big Data & Observability,HBase & Phoenix,HBase - Public Cloud,hbase,72,FY27Q2,0,N/A,0,N/A,N/A,Multi-Account,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCD Stargate,helm-extractor,0,N/A,0,N/A,1,Need More Info,N/A,,"1/12: Moved from FY26Q4 to FY27Q1.
  11/13: Aravinth to kick-start thread on POC status."
Muralidhar Krishnaprasad,D360,D360 Customer Data Platform (CDP),CDP_Fabric,helm-provisioning-job,5,,0,,0,,,,Newly added
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),integration-test-service,226,FY27Q2,19,FY27Q2,11,FY27Q2,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),IAM - JIT Data Plane,jit,0,N/A,2,FY27Q1,1,FY27Q2,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Infra IAM - Authentication,kaaskeymaker,26,To Be Decommissioned,0,N/A,0,N/A,FY27Q2,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Infra IAM - Authentication,kaaskeywatcher,170,To Be Decommissioned,0,N/A,0,N/A,FY27Q2,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Infra IAM - Authentication,kaasmasterkdc,26,To Be Decommissioned,0,N/A,0,N/A,FY27Q2,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Infra IAM - Authentication,kaasslavekdc,54,To Be Decommissioned,0,N/A,0,N/A,FY27Q2,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Infra IAM - Authentication,kaaswebhook,115,To Be Decommissioned,0,N/A,0,N/A,FY27Q2,,
Darryn Dieken,Big Data & Observability,Monitoring Cloud,Kaiju,kaiju,1,FY27Q1,0,N/A,1,N/A,N/A,,"1/12: Moved from FY26Q4 to FY27 Q1.
  11/13: Kicking-off now."
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),KMS Platform,kmsinfra,0,N/A,0,N/A,1,FY27Q2,N/A,,
Paul Constantinides,HPS,HyperForce Runtime Platform,FKP Control Plane,kube-pod-recycler,2,FY27Q1,1,N/A,0,N/A,N/A,,"2/9: Team will be rolling out to Commercial Prod in KPR dry run mode in 2b sprint. See W-21213696 and Tracker. After x96 is rolled out, team can enable KPR in restart mode."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD ROSS,macha-api,1,FY27Q2,0,N/A,0,N/A,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),PKI - Foundations,magister,0,N/A,0,N/A,2,To Be Decommissioned,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-acdc,14,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-acdc-prodx,11,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Gambit,mce-api-gateway,16,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-avant,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-castle-black,14,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-castle-black-prodx,11,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-cdp-config,13,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Muralidhar Krishnaprasad,MuleSoft,MuleSoft Product Org,Einstein GPT for Flow,mce-citadel,3,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,1/23: Moved from FY26Q4 to FY27 Q1 (ETA: Apr 1)
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-compute,5,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein & Measurement Platform,mce-control-pod,20,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-deviner,14,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Gambit,mce-eci,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Gambit,mce-eci-ui,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ecs-attr-scan,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ecs-ecrubear,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ecs-metalmastodon,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ecs-pinkpuffin,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ecs-streams,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ecs-ui,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ecs-weather,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ect-vision,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Alot,mce-ect-vision-ui,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-eef2-activity,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-eef2-config,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-eef2-service,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-eef2-ui,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-eef2-worker,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-ees-jb-ui,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-ees-service,3,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-ees-ui,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein & Measurement Platform,mce-eks,20,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Escher,mce-emi-service,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Escher,mce-emi-ui,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein & Measurement Platform,mce-envoy-metrics-scraper,20,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Gambit,mce-goodbye,17,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein & Measurement Platform,mce-hermes-service,20,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein & Measurement Platform,mce-internal-ingress-gateway,20,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein & Measurement Platform,mce-istio,20,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein & Measurement Platform,mce-istio-ingress-gateway,20,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-lalaland,13,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-nimbus,1,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-orchard,14,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-overview,3,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-preview-service,3,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-provisioner,17,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-reporting-service,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-slt-service,4,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein - Kernel,mce-sprinkler,14,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-sto-activity,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-sto-config,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-sto-mobile,10,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-sto-service,19,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-sto-setup,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Meir Amiel,Marketing,MC Einstein,MC Einstein Insights,mce-sto-worker,19,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Darryn Dieken,Big Data & Observability,Monitoring Cloud,Argus,monexapi,1,Need More Info,0,N/A,0,N/A,N/A,,2/6: Steve followed-up on the #fkp-moncloud-collaboration channel to get a timeline.
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),NetSec - Falcon Platform Services (FPS),network-access-controller,31,N/A,0,N/A,0,N/A,N/A,,
Muralidhar Krishnaprasad,AI Cloud,Agentforce Foundations,Einstein Interactive Data Science,notebook,12,FY27Q1,0,N/A,0,N/A,N/A,"Dynamic Namespaces, Dynamic Routing and AuthN/Z, Disruption Control",11/13: On track for q4.
Darryn Dieken,Infrastructure Lifecycle Mgmt (ILM),Site Reliability Engineering,CP Site Reliability Engineering,oob-collector,2,FY27Q2,0,N/A,0,N/A,N/A,,"2/9: Ownership and knowledge transfer to MonCloud (POC: Anupam Jain) occurring in 262. Projects for oob will be planned for 264.

2/6: This service is an outlier in that it is merely a provisioning pipeline and not a standard SF service. It essentially provisions AWS resources prometheus, grafana etc for moncloud services in their own FIs."
Darryn Dieken,Infrastructure Lifecycle Mgmt (ILM),Site Reliability Engineering,CP Site Reliability Engineering,oob-telemetry-collector,75,FY27Q2,0,N/A,0,N/A,N/A,,2/9: Ownership and knowledge transfer to MonCloud (POC: Anupam Jain) occurring in 262. Projects for oob will be planned for 264.
Jim Wiese,GIA,Secure Stack Engineering,SCP - Endpoint Protection,osquery-agent,0,N/A,1,To Be Decommissioned,0,N/A,FY27Q1,,2/6: Steve asked Jay Moparty for clarity on eta. Awaiting response.
Muralidhar Krishnaprasad,D360,D360 Personalization,p13n CDT Hyper,p13n-attribution-engine,135,FY27Q2,6,Need More Info,0,N/A,N/A,,
Muralidhar Krishnaprasad,D360,D360 Personalization,MCIS - Gears Framework,p13n-decisioning-pipeline,40,FY27Q2,4,Need More Info,0,N/A,N/A,,
Muralidhar Krishnaprasad,D360,D360 Personalization,p13n CDT Hyper,p13n-process-object-service,40,FY27Q2,4,Need More Info,0,N/A,N/A,,
Muralidhar Krishnaprasad,D360,D360 Personalization,P13N - Rex,p13n-recommendation-engine,40,FY27Q2,4,Need More Info,0,N/A,N/A,,
Paul Constantinides,HPS,SDB,Hyperforce Governance Configuration and Orchestration,patching-bootloader-presigner,39,Need More Info,0,N/A,0,N/A,N/A,,
